policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0001696,,CUST-94232,Kyle Williamson,165-88-9020,vwolfe@example.org,(596)986-0737,90025 Brandon Glen Apt. 831,07308,NY,Auto,1186526.67,16234.06,5374.59,2023-12-02,2028-11-30,2026-02-02,733693.41,Approved,Ashley Mcclain,,2025-04-17
POL-0001697,CLM-00001697,CUST-57968,Mrs. Katherine Middleton MD,892-12-8938,adam49@example.org,794.622.9785,647 Gould Lodge,19425,WA,Home,1370018.92,11702.58,4415.62,2023-09-01,2027-08-31,2024-02-11,96696.67,Rejected,Jennifer Reid,,2024-08-17
POL-0001698,,CUST-17554,Keith Bradford,188-90-4113,robertcruz@example.com,(965)359-0706x674,75558 Wolf Turnpike,77446,NC,Commercial,1558638.74,10470.16,4584.47,2023-04-04,2026-04-03,2025-03-26,618870.26,Settled,Wendy Smith,485394.68,2025-06-15
POL-0001699,CLM-00001699,CUST-34536,Elizabeth Castro,165-25-8992,millernatalie@example.com,952.655.1818x1542,308 Kim Crossroad Suite 279,74308,CA,Auto,1161282.27,11092.53,3112.64,2022-06-13,2023-06-13,2023-04-07,795502.55,Submitted,,,2024-12-18
POL-0001700,CLM-00001700,CUST-72149,Jessica Best,692-68-4256,mooredebbie@example.org,739.516.5103x31405,571 Rogers Underpass,09502,NC,Commercial,1183501.27,4500.52,6060.25,2020-09-16,2024-09-15,2023-11-02,101015.09,Approved,Renee Patel,,2026-03-15
POL-0001701,CLM-00001701,CUST-87282,Peter Bell,783-55-5566,kaneangela@example.org,+1-379-476-5955x886,0921 Julia Trail,61954,CA,Health,459767.3,3008.86,3081.79,2023-04-17,2024-04-16,2024-01-11,91054.13,Approved,Jesse Tyler,,2025-09-30
POL-0001702,CLM-00001702,CUST-41574,Ashley Burke,939-20-7856,roblespamela@example.com,826-328-3336x72530,02471 Scott Oval,15252,GA,Auto,625263.17,2180.53,8919.8,2020-12-24,2021-12-24,2021-02-06,441360.33,Approved,Dr. Tina Reyes MD,,2024-07-10
POL-0001703,,CUST-85833,John Huffman,653-21-8097,marycarson@example.org,001-771-274-5259x51116,12467 Joseph Forest Suite 997,75314,NC,Home,516332.59,7138.41,8306.21,2021-02-06,2026-02-05,2022-10-21,81955.84,Approved,Karen Miller,,2025-04-28
POL-0001704,,CUST-97912,Emily Brady,978-79-6519,vazquezana@example.com,+1-623-512-1554x14864,0446 Bolton Crescent Suite 806,25610,NC,Commercial,381314.37,2083.12,1512.92,2021-05-25,2023-05-25,2021-11-08,48277.29,Submitted,,,2025-05-21
POL-0001705,CLM-00001705,CUST-23765,Joshua Warren,702-77-4197,jessica15@example.net,001-468-711-3079,424 Washington Stravenue,39193,GA,Life,1676091.87,8011.41,7107.41,2024-04-01,2025-04-01,2024-10-09,497442.06,Approved,Wendy Smith,,2025-03-03
POL-0001706,,CUST-73079,Megan West,540-21-3054,garciaveronica@example.net,(665)492-5407x1742,544 Michele Cliff,56007,IL,Life,1536252.05,22794.69,3260.16,2022-01-29,2023-01-29,2022-02-10,568136.98,Rejected,Caleb West,,2026-04-07
POL-0001707,CLM-00001707,CUST-30244,Stephen Rice,595-96-5813,eharrison@example.net,203-212-6667x435,0096 Fischer Road Apt. 343,33276,CO,Commercial,794240.79,4460.17,7985.28,2024-07-30,2027-07-30,2024-09-07,436861.25,Submitted,,,2024-11-16
POL-0001708,CLM-00001708,CUST-78342,Emily Crane,691-32-7308,iboyd@example.com,464-260-6778,784 Hale Ford Apt. 011,50021,GA,Life,1595566.54,21689.47,7731.46,2024-02-08,2025-02-07,2024-08-25,962835.91,Settled,Dr. Tina Reyes MD,665647.85,2026-02-28
POL-0001709,CLM-00001709,CUST-15078,Megan Stone MD,131-31-3930,gardnertyler@example.com,001-261-826-8304,742 Tate Circle Apt. 930,37727,CO,Auto,905180.15,10700.69,9123.96,2021-07-08,2025-07-07,2022-06-16,40782.1,Rejected,,,2025-07-15
POL-0001710,CLM-00001710,CUST-59150,Denise Cobb,317-44-2925,carlos17@example.net,(706)894-5195,5754 Wallace Isle Apt. 793,81979,AZ,Home,454192.81,1257.84,6091.03,2020-09-25,2021-09-25,2020-12-19,214594.43,Under Review,Renee Patel,,2022-01-13
POL-0001711,CLM-00001711,CUST-82387,Timothy Miranda,885-88-3029,joseph89@example.org,630-465-6047,0131 Monique Avenue,31576,CO,Auto,792754.05,3514.15,5963.31,2025-03-19,2029-03-18,2026-01-17,377548.69,Under Review,Renee Patel,,2024-06-17
POL-0001712,CLM-00001712,CUST-71305,Stacey Taylor,363-23-6682,kashley@example.net,+1-727-472-8666x3437,999 Priscilla Summit,999,IL,Home,758684.77,10146.09,6349.1,2023-02-24,2026-02-23,2026-01-08,558293.82,Approved,Karen Miller,,2024-07-02
POL-0001713,CLM-00001713,CUST-21513,Jessica Riggs,281-80-1462,patriciawilliams@example.net,382.638.8663,70458 Goodwin Fall,15740,FL,Commercial,1363436.96,3902.4,2209.56,2023-08-07,2026-08-06,2025-10-05,1018016.68,Submitted,,,2023-09-23
POL-0001714,CLM-00001714,CUST-43897,Maria Odonnell,613-17-2118,susan90@example.org,(248)340-6641x256,860 Kayla Village Apt. 895,,WA,Auto,524389.38,5149.99,1867.78,2023-06-04,2028-06-02,2024-05-07,996634.2899724582,Submitted,,,2024-10-27
POL-0001715,CLM-00001715,CUST-89251,Thomas Robinson,241-63-9992,michael24@example.org,+1-710-205-4964x1287,8075 Cook Ferry,48431,CA,Home,775901.51,5304.53,596.74,2021-11-05,2024-11-04,2024-07-05,84864.03,Rejected,Ashley Mcclain,,2024-05-23
POL-0001716,CLM-00001716,CUST-37028,Matthew Tyler,633-77-9639,dawncox@example.org,295-904-4253,631 Gregory Rest Suite 387,07865,CA,Home,1980227.22,18451.83,4732.81,2021-08-19,2026-08-18,2024-01-26,724691.59,Settled,,659319.92,2025-06-17
POL-0001717,CLM-00001717,CUST-90802,Joan Gonzalez,753-89-2308,michaelmorales@example.net,(704)512-0427,1460 Jessica Curve,60792,AZ,Life,1063737.77,4854.57,9871.43,2023-07-09,2025-07-08,2024-11-04,843179.47,Rejected,,,2026-01-28
POL-0001718,CLM-00001718,CUST-22553,Thomas Larson,294-65-3777,lisa71@example.org,(406)544-1267x41013,034 Davenport Plain Suite 457,98390,NC,Home,1121491.54,3672.49,7121.44,2024-05-27,2026-05-27,2024-05-27,482752.63,Approved,Jennifer Reid,,2025-11-03
POL-0001719,CLM-00001719,CUST-12099,Paul Green,375-38-2096,jacquelinerivera@example.org,(898)807-2978x6206,04420 Williams Cove Suite 644,76544,NY,Auto,428210.99,2832.33,7799.02,2024-10-10,2026-10-10,2024-11-22,269761.01,Rejected,Louis Moyer,,2024-08-05
POL-0001720,CLM-00001720,CUST-33381,Deanna Stout,616-88-8245,fjefferson@example.net,(550)318-1229,62497 Oconnor Haven,91470,TX,Health,821096.23,5595.32,3386.11,2021-11-09,2022-11-09,2022-04-21,348174.47,Settled,Michelle Davis,284903.42,2021-05-18
POL-0001721,CLM-00001721,CUST-21824,Corey Walker,519-65-1149,gardnershelby@example.net,(312)816-3533x427,31996 Lisa Tunnel Suite 023,43384,NC,Commercial,240193.85,2199.58,8789.47,2020-10-20,2021-10-20,2021-07-29,145377.17,Submitted,,,2023-07-14
POL-0001722,CLM-00001722,CUST-49265,Christine Fowler,595-22-5360,washingtonjason@example.org,8562066271,92208 Melissa Mission Apt. 400,61297,NY,Commercial,1963502.42,21211.67,9731.12,2020-12-10,2025-12-09,2021-11-19,1124381.62,Under Review,Brett White,,2026-02-20
POL-0001723,CLM-00001723,CUST-36452,Benjamin Tanner DDS,301-53-7959,wporter@example.org,431.966.4604x23611,19866 Chan Harbors Suite 340,66435,CO,Health,684655.3,1909.17,8766.64,2020-08-02,2021-08-02,2020-10-28,346041.24,Submitted,,,2024-12-01
POL-0001724,CLM-00001724,CUST-27611,Steven Wise,847-72-8320,cathy07@example.net,590-526-3409x632,49974 Mitchell Crossing Apt. 949,999,TX,Commercial,663384.32,4943.61,5291.43,2021-04-04,2022-04-04,2021-10-17,108131.64,Settled,Wendy Smith,102893.6,2025-10-19
POL-0001725,CLM-00001725,CUST-90135,Drew Dean,789-42-3387,uschultz@example.net,534-633-6003x23822,524 Becky Valleys,ABCDE,AZ,Auto,231337.89,1577.43,4831.23,2021-07-02,2022-07-02,2021-09-05,91566.7,Under Review,Louis Moyer,,2025-03-17
POL-0001726,CLM-00001726,CUST-17640,Mr. Troy Wright MD,825-61-3366,kurt57@example.net,875-572-6005,0680 Lynn Heights,01500,NC,Health,1239877.11,7426.59,4634.4,2022-12-09,2026-12-08,2024-08-17,3552530.9000831884,Under Review,Louis Moyer,,2025-07-24
POL-0001727,,CUST-39436,Carol Smith,449-16-1446,alexandra60@example.org,592-583-5198,374 Weber Meadows Apt. 482,17470,NY,Home,1077337.99,7535.63,630.86,2023-05-18,2028-05-16,2023-10-23,627743.3,Under Review,Kenneth White,,2025-09-09
POL-0001728,CLM-00001728,CUST-46722,Tiffany Farrell,794-66-2317,nancy86@example.com,400.648.4028x13401,597 Ramos Station Apt. 102,44543,CA,Home,1737235.45,15130.74,8324.31,2021-12-12,2026-12-11,2022-01-30,455483.65,Under Review,,,2025-11-03
POL-0001729,CLM-00001729,CUST-68707,Jennifer Mitchell,954-29-5080,smithmichelle@example.org,001-831-910-5828x454,3984 Scott Springs,39789,TX,Health,394938.61,5563.89,1421.59,2023-03-26,2027-03-25,2024-11-20,23595.23,Rejected,Jennifer Reid,,2025-10-08
POL-0001730,CLM-00001730,CUST-96835,Johnny Reed,206-41-1500,tiffany83@example.com,(638)535-6919x637,42884 Lee Pine Suite 634,,TX,Life,585822.03,1248.18,5115.89,2023-08-23,2028-08-21,2024-07-24,165663.7,Settled,Jennifer Reid,154920.22,2025-04-29
POL-0001731,,CUST-12753,Sherry Parrish,881-53-1333,zgilbert@example.com,690.866.5008,0044 Gonzalez Route Apt. 387,88028,FL,Home,757629.3,9050.36,9523.61,2021-06-13,2022-06-13,2021-11-13,587074.29,Settled,Victor Morgan,504193.14,2021-10-08
POL-0001732,CLM-00001732,CUST-51711,Kimberly Rodriguez,644-49-4971,kbryant@example.com,001-955-430-8933x80407,6319 Shannon Ports,41896,GA,Health,1928507.6,21415.0,9675.3,2024-06-21,2028-06-20,2025-01-13,266152.07,Submitted,,,2025-01-01
POL-0001733,CLM-00001733,CUST-48022,Zoe Nelson,299-48-9609,ashleyrosales@example.net,+1-858-348-3004x0370,87153 Holloway Overpass Suite 273,57220,FL,Life,1805932.87,15932.01,8283.33,2023-01-15,2025-01-14,2023-11-03,810981.68,Settled,Renee Patel,594246.01,2024-08-17
POL-0001734,CLM-00001734,CUST-41077,Joseph Brown,689-20-7715,nalvarez@example.org,961.355.2970x35254,89127 Ralph Trafficway,97631,TX,Life,1910458.05,28652.71,3554.66,2024-10-12,2028-10-11,2025-02-01,257700.41,Under Review,Jennifer Reid,,2026-01-08
POL-0001735,CLM-00001735,CUST-51619,Sonia Rivas,900-32-6515,thompsontheresa@example.org,8245967818,82769 Samuel Harbors,72201,GA,Commercial,627823.42,8973.58,9408.17,2021-01-23,2023-01-23,2021-06-17,433046.28,Approved,Ashley Mcclain,,2025-08-18
POL-0001736,CLM-00001736,CUST-72851,Clayton Jones,903-28-9250,sarah52@example.net,289-519-7386,3765 Lowe Fork,31272,CO,Commercial,1076318.32,4211.27,7997.02,2024-10-31,2029-10-30,2026-03-08,337484.08,Under Review,Brian Hernandez,,2021-07-15
POL-0001737,CLM-00001737,CUST-33323,Kathryn Gibbs,729-22-3897,adamsjanice@example.com,843-312-1542x936,5492 Davis Plaza Apt. 383,41071,AZ,Health,486224.87,3497.67,3015.78,2022-09-27,2023-09-27,2023-05-16,362305.93,Under Review,Brett White,,2025-01-30
POL-0001738,CLM-00001738,CUST-17913,Christopher Nunez,902-62-9559,jpeterson@example.com,001-834-435-0987x5686,35255 Ward Run,13181,IL,Health,1244888.9,14797.53,993.48,2023-04-08,2027-04-07,2024-08-11,921755.25,Settled,Randy Brown,565644.84,2026-01-02
POL-0001739,CLM-00001739,CUST-23934,Pamela Riley,874-27-6820,josephdouglas@example.net,796-902-8086x74001,42244 Leach Walk Suite 895,21597,NC,Auto,1262142.51,15422.93,5038.28,2024-09-19,2026-09-19,2025-02-08,870537.54,Submitted,,,2025-10-25
POL-0001740,CLM-00001740,CUST-47376,Sandy Mcdonald,618-83-4723,johnsonfrank@example.com,342-397-7024,632 Johnson Keys Apt. 090,38013,GA,Commercial,480470.81,6716.87,401.18,2024-01-16,2026-01-15,2024-08-21,177194.7,Approved,Eric Butler,,2025-04-03
POL-0001741,CLM-00001741,CUST-96614,Daniel Wagner,850-69-2497,amandagilmore@example.com,394.660.8829,486 William Wells,,NY,Home,678693.5,7503.96,2020.94,2020-11-13,2022-11-13,2021-08-22,25171.36,Submitted,,,2025-12-23
POL-0001742,,CUST-89229,Timothy Flores,483-26-3006,brianmorgan@example.org,439-741-4104x79610,741 Carter Way,37937,CA,Auto,615755.21,4461.5,296.52,2025-01-21,2026-01-21,2025-09-06,38788.14,Rejected,Michelle Davis,,2025-06-11
POL-0001743,,CUST-98225,James Edwards,405-47-8960,johnsondaniel@example.net,+1-924-695-0762x235,1551 Lopez Estates,46628,GA,Health,1190684.81,13261.4,3039.07,2023-01-04,2028-01-03,2023-10-21,156264.65,Submitted,,,2024-01-02
POL-0001744,,CUST-64434,Carl Evans,612-22-6011,usmith@example.com,429.816.1178x76926,1671 Logan Trace Suite 259,93762,WA,Home,407189.6,5069.03,8142.93,2020-12-26,2023-12-26,2021-11-14,4365.4,Submitted,,,2026-02-15
POL-0001745,CLM-00001745,CUST-26457,Jeremy Ho,696-50-6980,josephlittle@example.org,6697910893,786 Donald Route Suite 560,69915,CA,Auto,344345.77,4357.77,9876.83,2021-11-14,2024-11-13,2024-07-08,87097.0,Settled,John Meyer,54645.04,2022-01-07
POL-0001746,CLM-00001746,CUST-11365,Melissa Clark,906-88-3777,bdavis@example.com,226-572-3781,5733 Wilson Road,41783,FL,Commercial,1043810.48,14736.43,6805.73,2020-08-10,2021-08-10,2021-03-20,536692.45,Submitted,,,2024-04-21
POL-0001747,CLM-00001747,CUST-48610,Jessica Wong,666-38-6782,christophersmith@example.com,+1-707-450-5470x9619,752 Smith Centers Apt. 523,23889,IL,Auto,824382.77,9323.48,6025.81,2023-02-11,2026-02-10,2023-10-07,110817.06,Rejected,Denise Green,,2025-05-17
POL-0001748,CLM-00001748,CUST-54009,Bailey Jenkins,776-11-1786,jessicaward@example.org,622-908-0739x7768,1000 Janet Summit Suite 912,87917,FL,Life,868689.69,9462.04,546.46,2024-05-15,2026-05-15,2025-03-10,209067.69,Approved,Denise Green,,2025-01-10
POL-0001749,CLM-00001749,CUST-30698,Megan Charles,654-60-7204,coreybrewer@example.org,635-892-1853,6301 Wilson Inlet Apt. 479,83653,TX,Commercial,1194175.8,10261.15,8829.71,2023-10-07,2025-10-06,2024-11-11,361719.22,Rejected,Victor Morgan,,2021-05-21
POL-0001750,,CUST-93727,Eugene Hughes,413-38-5628,colejennifer@example.org,+1-888-318-9571x72336,98917 Griffin Route Suite 015,10691,TX,Health,59287.07,823.05,8311.87,2022-10-18,2027-10-17,2025-12-04,2060.2,Under Review,Jennifer Reid,,2025-11-10
POL-0001751,CLM-00001751,CUST-42015,Charles Henderson,242-59-4964,juliasimpson@example.com,589-473-5769x919,9047 Rebecca Inlet,,NY,Commercial,1568768.95,14117.92,4245.48,2022-10-24,2023-10-24,2023-10-03,246064.12,Submitted,,,2026-01-27
POL-0001752,CLM-00001752,CUST-36331,Alexis Camacho,382-75-3046,vlang@example.com,(768)686-0888,6993 Sanchez Ridge Suite 474,52172,WA,Life,1188081.47,16312.42,9961.83,2022-03-04,2025-03-03,2024-09-05,405025.04,Settled,Caleb West,272642.25,2025-01-29
POL-0001753,,CUST-51511,Carol Miller,529-83-1905,gwendolyn85@example.com,561-370-0850x9404,06229 Jacobs Pike,66434,IL,Life,1203485.8,8868.65,8955.77,2024-08-22,2025-08-22,2024-12-09,244712.04,Rejected,,,2025-07-13
POL-0001754,CLM-00001754,CUST-44120,Samantha Villa,409-27-2083,singletonbruce@example.com,+1-806-732-7615x07392,35735 Bishop Drive Apt. 816,45264,TX,Health,521964.61,3827.74,388.48,2022-11-09,2025-11-08,2024-03-02,313752.12,Rejected,Michelle Davis,,2024-04-14
POL-0001755,CLM-00001755,CUST-63717,Daniel Walker,893-90-2468,porterrobert@example.org,936.511.8757,168 Ronald Streets,57511,WA,Health,1903068.71,19449.49,5665.14,2024-09-06,2025-09-06,2025-07-24,4862722.0992733855,Submitted,,,2024-07-30
POL-0001756,CLM-00001756,CUST-66100,Stephen Butler,367-61-4749,emily89@example.com,(597)502-6933,988 Brooks Centers,,NC,Commercial,75711.36,701.97,1727.44,2023-12-02,2024-12-01,2024-08-04,101199.24574308174,Approved,Renee Patel,,2025-02-28
POL-0001757,CLM-00001757,CUST-92533,Jimmy Cook,730-72-1748,jason41@example.com,842-779-6953x672,97988 John Mountains,49475,WA,Home,86585.4,1249.22,2388.48,2023-08-14,2026-08-13,2025-11-04,4639.18,Approved,Renee Patel,,2024-05-02
POL-0001758,,CUST-41876,Sarah Wade,207-75-3621,ashley47@example.com,284.433.3416,85105 Timothy Course Apt. 268,999,AZ,Auto,671371.87,1676.09,266.21,2020-10-30,2021-10-30,2021-01-12,518944.72,Approved,Dr. Tina Reyes MD,,2024-07-17
POL-0001759,CLM-00001759,CUST-11944,Jesse Miller,433-13-7825,nicolelewis@example.net,(784)787-2551,2239 Hodges Mill Apt. 167,61284,AZ,Auto,214185.99,2565.34,9279.89,2024-08-17,2026-08-17,2025-07-07,32568.42,Submitted,,,2024-07-27
POL-0001760,CLM-00001760,CUST-80420,Gary Horn,826-82-1901,adamsrichard@example.net,(292)610-2314,03441 Jacob Meadows,ZIP-NA,NY,Life,1551149.15,21905.85,8822.16,2023-11-26,2024-11-25,2024-10-21,1009526.21,Settled,Dr. Tina Reyes MD,700609.67,2022-05-25
POL-0001761,,CUST-38165,Joseph Ortega,819-10-2636,ushelton@example.com,933.925.9375x3605,6320 Mark Island,81696,FL,HEALTH,1557599.0,12417.24,6204.89,2022-09-03,2025-09-02,2023-05-29,829075.61,Settled,Brian Hernandez,591405.52,2023-04-20
POL-0001762,CLM-00001762,CUST-24950,Mrs. Shannon Walsh,162-33-1444,ramosisaac@example.com,832-405-9456x7007,62211 Maxwell Track,10516,GA,Health,1755729.29,24028.28,5781.06,2024-04-10,2027-04-10,2026-04-12,98396.56,Submitted,,,2024-02-21
POL-0001763,CLM-00001763,CUST-20050,Christopher Torres,158-63-9181,moniquedouglas@example.net,400-218-9317x17111,855 Young Parks Suite 516,19453,CA,Home,1530615.8,22547.31,8746.66,2020-11-11,2025-11-10,2025-04-27,1080735.9,Approved,Douglas Ferguson,,2024-09-21
POL-0001764,CLM-00001764,CUST-26947,Jamie Miller,586-23-8703,jeremy17@example.com,443.512.8700,988 Russell Port Apt. 036,21281,AZ,Life,1961475.78,28237.25,1791.4,2021-11-05,2025-11-04,2023-01-30,290578.29,Settled,Wendy Smith,250395.39,2024-06-28
POL-0001765,CLM-00001765,CUST-26874,Lisa West,614-85-5757,mmcgrath@example.com,001-219-600-9064x3874,3784 Reginald Manor,98092,TX,Home,1073387.0,13513.0,6977.72,2022-05-27,2026-05-26,2023-01-20,744814.2,Submitted,,,2024-09-11
POL-0001766,CLM-00001766,CUST-56598,Tina Sanchez,480-26-6198,ysimpson@example.org,942-773-1820x2131,16434 Nathan Hollow Apt. 285,80784,GA,Home,1597381.92,11061.03,4974.65,2023-03-23,2019-03-07,2025-07-05,94224.24,Settled,Denise Green,79536.14,2025-12-24
POL-0001767,CLM-00001767,CUST-65496,Carol Mack,781-58-2535,kblack@example.com,969-569-6195x7025,652 Baker Vista Suite 449,85760,TX,Auto,649373.55,3049.4,452.67,2023-07-04,2024-07-03,2023-08-05,384951.89,Submitted,,,2026-02-04
POL-0001768,CLM-00001768,CUST-88872,Barbara Acosta,886-89-7742,parkerkristina@example.net,001-215-890-4790x0642,9386 Reynolds Camp,77373,CO,Home,297712.55,2802.13,9014.35,2022-10-23,2025-10-22,2025-07-08,72468.42,Rejected,,,2025-11-07
POL-0001769,,CUST-71257,Michael Carpenter,671-32-9244,freyes@example.com,(450)458-5029,92495 Taylor Pines Suite 614,16324,TX,Home,860189.21,10909.68,365.04,2023-11-04,2028-11-02,2026-03-22,541005.41,Submitted,,,2021-09-25
POL-0001770,CLM-00001770,CUST-15456,Samantha Gray,397-82-8883,mark81@example.org,420-927-4066x78752,52948 Mcconnell Ports,37032,CA,Life,1529295.33,14025.24,3223.55,2025-02-14,2026-02-14,2025-06-01,2874214.230184569,Rejected,Jennifer Reid,,2024-05-03
POL-0001771,CLM-00001771,CUST-93578,Jill Martinez,983-71-1888,mattheweaton@example.org,920-399-3202x173,296 Johnson Shore Apt. 514,52097,TX,Commercial,149720.39,732.19,9326.61,2021-05-19,2023-05-19,2021-10-26,12168.07,Approved,Phillip Sherman,,2026-02-06
POL-0001772,CLM-00001772,CUST-42834,Timothy Gill,454-58-1224,robert92@example.net,391.312.1805,459 Jason Light Apt. 773,26211,CO,Auto,618379.91,8635.14,9227.42,2024-06-07,2029-06-06,2025-05-03,454273.11,Settled,Jennifer Reid,294242.58,2025-07-12
POL-0001773,CLM-00001773,CUST-93753,Maria Choi,355-93-6693,kmcdonald@example.org,693.654.4819,951 Brian Rue,24577,IL,Health,1960211.94,10204.2,4646.65,2025-02-03,2018-09-25,2025-12-04,236955.23,Under Review,,,2025-09-08
POL-0001774,CLM-00001774,CUST-92111,Michael Jones,578-80-2203,sandrafreeman@example.com,(333)456-0272x38411,3021 Marilyn Stream,45117,FL,Health,1531902.13,14929.08,9122.01,2025-02-13,2027-02-13,2026-04-13,319235.82,Approved,Victor Morgan,,2024-03-23
POL-0001775,CLM-00001775,CUST-47700,Heather Welch,680-58-1788,heaththomas@example.net,+1-617-734-1231,7420 Kristina Trafficway,,GA,Home,472018.57,1324.06,7116.31,2024-07-21,2028-07-20,2024-12-11,139730.39,Submitted,,,2024-05-03
POL-0001776,CLM-00001776,CUST-47916,Amanda Walsh,848-61-4614,angelica60@example.org,001-216-439-5698x829,7576 Sara Mills Suite 059,10008,IL,Commercial,826077.77,5163.6,6029.71,2022-09-15,2026-09-14,2024-07-29,320516.1,Under Review,Victor Morgan,,2025-08-25
POL-0001777,CLM-00001777,CUST-15441,Destiny Bowman,125-50-9346,smithlinda@example.com,316.552.1592x28891,9781 John Trafficway,31974,NY,Life,1375334.33,10300.61,5947.62,2022-09-22,2023-09-22,2022-12-09,920458.49,Settled,Jesse Tyler,701417.64,2025-08-14
POL-0001778,,CUST-89576,William Zimmerman,632-90-3537,michaelwilliams@example.org,+1-516-717-1318x767,4773 James Vista Apt. 497,92801,TX,Health,1912230.82,19109.28,6332.41,2023-10-23,2027-10-22,2023-12-12,354718.93,Submitted,,,2025-05-07
POL-0001779,CLM-00001779,CUST-53561,Joshua Hodge,739-99-7149,graytracy@example.net,327.904.0730,8320 Rhonda Mission,76982,NC,Life,1112367.86,15143.93,3352.95,2021-09-13,2025-09-12,2022-02-26,216742.04,Under Review,Caleb West,,2024-04-20
POL-0001780,CLM-00001780,CUST-60322,Breanna Ramsey,454-21-6138,prush@example.net,+1-793-374-6076x732,071 Norman Route,,TX,Life,1691914.25,14715.33,9343.19,2021-08-03,2025-08-02,2023-01-08,104596.33,Submitted,,,2024-09-26
POL-0001781,CLM-00001781,CUST-54475,Trevor Reynolds,623-80-4759,laurenward@example.com,+1-283-463-2348x56188,452 Johnson Plains Apt. 617,17874,IL,Commercial,338041.12,4741.09,4019.03,2022-09-05,2018-12-31,2024-02-10,41634.16,Under Review,,,2021-08-21
POL-0001782,CLM-00001782,CUST-28559,Christina Scott,424-28-7226,cjones@example.com,001-923-859-8731x72600,72415 Eric Station Apt. 778,68174,AZ,Commercial,309084.67,924.81,2129.45,2021-05-14,2024-05-13,2023-09-17,8311.71,Approved,Renee Patel,,2025-11-03
POL-0001783,CLM-00001783,CUST-14954,Jennifer Garcia,727-48-9432,masondakota@example.org,234.301.3834x61050,347 Barrera Plaza,75407,AZ,Health,754530.35,6693.61,8049.29,2024-04-20,2029-04-19,2025-07-11,214095.51,Rejected,Michelle Davis,,2025-01-04
POL-0001784,CLM-00001784,CUST-75123,Haley Patel,501-63-2620,christian16@example.net,(819)828-1341,3410 Jones Ferry,ABCDE,WA,Auto,170774.17,1135.29,5309.33,2024-11-25,2029-11-24,2025-01-11,63835.3,Submitted,,,2025-11-08
POL-0001785,,CUST-78218,Michelle Allen,551-16-1446,kennethpotter@example.com,(749)946-5070x2074,291 Anna Mills,04210,TX,Life,1970445.41,14529.35,917.4,2024-09-01,2025-09-01,2025-02-26,1498235.41,Rejected,Kenneth White,,2025-05-18
POL-0001786,CLM-00001786,CUST-23777,Sean Stark,345-61-6072,coreysaunders@example.net,476-399-9854,13914 Mcclure View Apt. 274,34616,AZ,life,136196.91,1781.96,8143.7,2021-12-11,2022-12-11,2022-10-05,22112.83,Rejected,Dr. Tina Reyes MD,,2025-01-16
POL-0001787,CLM-00001787,CUST-23245,Autumn Curry,835-31-3127,destinybenton@example.net,001-615-590-5747x02531,992 Walker Underpass Suite 786,31473,NC,Commercial,1644905.55,14615.32,2278.54,2020-04-21,2025-04-20,2022-08-16,502618.41,Approved,Victor Morgan,,2024-05-17
POL-0001788,,CUST-85501,Mr. Benjamin Gilbert,356-32-7486,tonibrock@example.org,987-919-7407,57400 Kevin Stravenue,97159,AZ,Life,1638263.76,11785.1,8985.56,2022-12-29,2025-12-28,2025-02-26,342148.64,Submitted,,,2025-11-28
POL-0001789,CLM-00001789,CUST-15748,Joy Dyer,826-43-4670,qchristian@example.com,351.274.6712x5835,26236 John Fork,22636,CA,Commercial,1797646.41,4253.66,3374.65,2021-01-15,2024-01-15,2021-09-12,1153906.7,Approved,Caleb West,,2024-05-24
POL-0001790,,CUST-68809,Matthew Allen,480-47-8873,janet52@example.net,+1-992-530-5080,68493 Oneal Pine Suite 368,24711,GA,Commercial,1546544.02,4858.05,1313.93,2023-03-31,2024-03-30,2023-12-25,211243.67,Settled,Jesse Tyler,155889.02,2026-01-14
POL-0001791,CLM-00001791,CUST-86064,Kevin Johnson,811-23-8754,jessica18@example.org,375-519-8375x996,322 Warren Trail,24003,FL,Commercial,144280.96,853.63,8276.1,2021-07-22,2024-07-21,2022-06-02,110435.44,Approved,,,2026-01-21
POL-0001792,CLM-00001792,CUST-49849,Terry Bell,187-87-9844,mary96@example.org,8518271057,129 Raymond Fort,05176,AZ,Commercial,232096.38,3008.18,8173.22,2021-10-08,2025-10-07,2023-04-06,177825.41,Under Review,Jesse Tyler,,2025-12-11
POL-0001793,CLM-00001793,CUST-69037,Juan Jackson,889-60-2137,anthonyvance@example.com,(854)327-6676x296,928 Martinez Underpass Suite 800,999,NY,Auto,120178.93,775.97,7138.34,2023-04-07,2025-04-06,2024-01-03,35059.6,Settled,Jennifer Reid,30823.19,2024-08-19
POL-0001794,CLM-00001794,CUST-23015,Tina Lyons,774-72-8487,tli@example.com,(331)594-5962x48633,916 Adams Points,48421,CA,Health,1824033.73,5719.57,1928.52,2022-01-29,2024-01-29,2024-01-24,1342778.9,Rejected,,,2025-01-09
